id,publish,name,link,cloudfront_image,image,image_width,image_id,type,city,description,takeaway_text,takeaway_link,delivery_information,delivery_link,Real time delivery,opening_days,opening_hours,delivery_radius,prepared_food,voucher_text,voucher_link,flourish_link,instagram_link,Instagram_followers,phone_number,Email address,regular_menu_available,vegan_options,alcohol_available,groceries_available,meal_kits_available,nhs_donations_available,nhs_donations_link,full_address,postcode,area,city_region,last_updated_manually,last contacted,appendix_info,,,Am/Pm,opening_hours,,Delivery radius,Multiple locations,NHS Discount,menu link,voucher_available,delivery_available,takeaway_available,,,,
74,yes,Batch,https://www.instagram.com/batchbar/,https://dw96cc912fm1e.cloudfront.net/58bd7d42-bb1d-4571-8ac7-7c25e7725f66.png,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/j7lfafkh5xcmbkze1swy.jpg",400,j7lfafkh5xcmbkze1swy,Pub,London,Peckham locals can rest their amateur cocktail making skills as Batch has you covered. Check out their cocktail survival kits and two readymade cocktails for £15 available for pick-up in store,Isolation Takeaway drinks menu available,https://www.batch.bar/,n/a,n/a,FALSE,,Wed - Sat; 6 - 10pm,,FALSE,Vouchers available,https://www.designmynight.com/london/bars/peckham/batch,n/a,https://www.instagram.com/batchbar/?hl=en,1078,07960361210,,FALSE,,TRUE,FALSE,FALSE,FALSE,n/a,"56 Peckham Rye, Peckham, London SE15 4JR",SE15 4JR,Peckham,South London,,28/03/2020,BATCH Cocktail Bar on Peckham Rye still doing take aways andvouchers.,,,,Wed - Sat; 6 - 10pm,,,,,,TRUE,FALSE,TRUE,contacted 28/14,,,
75,yes,Two Hundred Rye Lane,https://www.twohundredryelane.com/,https://dw96cc912fm1e.cloudfront.net/7c32da53-4412-48cb-8aa1-537f66f0deb5.png,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/yfxpkgoywkwbpnscu3ay.jpg",400,yfxpkgoywkwbpnscu3ay,Restaurant,London,"Never fear, 2HRL are still here for your brunch, dinner and cocktail needs.  They're on deliveroo and also have a variety of pre-made cocktails that are only available for pick-up ","Cocktails, brunch, wings and burgers for collection.",https://www.twohundredryelane.com/,On Deliveroo. They also do cocktail delivery within a three mile radius - you need to call 07545 973 348 to order,https://deliveroo.co.uk/menu/london/peckham/peckham-wingz,TRUE,,,,TRUE,n/a,n/a,n/a,https://www.instagram.com/twohundredryelane/,1368,02077328519,,TRUE,,TRUE,FALSE,FALSE,FALSE,n/a,"200 Rye Lane, London, SE154NF",SE15 4NF,Peckham,South London,,28/03/2020,"Cocktail bar & small plates restaurant on Rye Lane, Peckham, doing pick-ups an ddeliveries of wings, burgers and drinks in the local area.",,,,,,,,,,FALSE,TRUE,TRUE,contacted 28/15,,,
76,yes,Brick Brewery,https://www.instagram.com/brickbreweryse15/,https://dw96cc912fm1e.cloudfront.net/702c3a50-ffcd-4917-a41c-efaa50e9ec85.png,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/kuickzbbxybn7omlwanz.jpg",400,kuickzbbxybn7omlwanz,Brewery,London,"Currently closed but you can help support by buying vouchers to redeem in this craft beer microbrewery serving casks, kegs, bottles and specials at its adjacent tap room.",n/a,n/a,n/a,n/a,FALSE,,,,FALSE,Vouchers available,https://giftup.app/place-order/fb9b8c5a-696e-497d-aacb-105183cf8c09?platform=Hosted&fbclid=IwAR1WbUCMAzS76JH2wtNxVfZuUjfXvDussRCRxOi0Fwgpvs4bGjlrvalv-qM,n/a,https://www.instagram.com/brickbreweryse15/,6592,02035839640,,FALSE,,TRUE,FALSE,FALSE,FALSE,n/a,"Blenheim Grove, Peckham, London SE15 4QL",SE15 4QL,Peckham,South London,,28/03/2020,"Microbrewery in Peckham Rye. Gift Card can be used against purchases on our new webstore (use discount code section) or saved for when we’re back in action at the Taproom. Local delivery options to follow shortly but will only be for postcodes #SE15 & #SE22 initially,so outside of this area you will need to use the courier service or wait for Deliveroo to be up & running.",,,,,,,,,,TRUE,FALSE,FALSE,contacted 28/16,,,
77,yes,The Tapas Room,https://www.instagram.com/thetapasroom/?hl=en,https://dw96cc912fm1e.cloudfront.net/dc376448-6b8a-4965-9ddf-1882d09abbd1.png,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/sbugk0znr3yooxrnbeui.jpg",400,sbugk0znr3yooxrnbeui,Restaurant,London,"Wine shop, tapas bar and delicatessen, with the focus on knowledge, thorough sourcing and great ingredients. Takeaway in Deptford between 1-8pm and offering a 10% discount on the full menu.",Contact Max on 07985193555,https://www.instagram.com/p/B99sdt5nCQC/,n/a,n/a,FALSE,Mon - Sun,1300 - 2000,,FALSE,n/a,n/a,n/a,https://www.instagram.com/thetapasroom/?hl=en,2070,02086926614,,TRUE,,TRUE,FALSE,FALSE,FALSE,n/a,"Arch 8, 4 Deptford Market Yard, 133 Deptford High St, Deptford, London SE8 4BX",SE8 4BX,Deptford,South London,,28/03/2020,Takeaways between 1-8pm. We will be offering a 10% discount on the full menu. Shop items and takeaway wine available - contact Max on 07985193555 to arrange orders.,,,,,,,,,,FALSE,FALSE,TRUE,contacted 28/17,,,
78,yes,Tupi,https://www.instagram.com/tupilondon/?hl=en,https://dw96cc912fm1e.cloudfront.net/eb543d0a-0f66-42d3-9094-9684011d4d33.png,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/qfpk57eswyhu2z2kfwgm.jpg",400,qfpk57eswyhu2z2kfwgm,Restaurant,London,Order on Deliveroo for a delicious European and South American menu that's healthy and indulgent.,n/a,n/a,On Deliveroo,https://deliveroo.co.uk/menu/london/peckham/tupi,TRUE,,,,TRUE,n/a,n/a,n/a,https://www.instagram.com/tupilondon/?hl=en,4022,02076355949,,TRUE,,TRUE,FALSE,FALSE,FALSE,n/a,"206 Rye Ln, London, SE154NL",SE154NL,Peckham,South London,,28/03/2020,"Located at the Heart of Peckham Rye & Elephant and Castle , TUPI restaurant brings together Europe and South America with a menu that's healthy and indulgent, regardless if it's breakfast, lunch or dinner, gluten or dairy free, there is enough choice and diversity to satisfy any craving. 20% of their menu for deliveries of over £25.",,,,,,,,,,FALSE,TRUE,FALSE,contacted 28/18,,,
79,yes,Vegan Garden London,https://www.instagram.com/vegangardenlondon/?hl=en,https://dw96cc912fm1e.cloudfront.net/efe4f03f-cf99-45a9-a956-956bd8536c42.png,https://res.cloudinary.com/flourish-market/image/upload/w_400/owzguspjxp4p5rzq8qph.jpg,400,owzguspjxp4p5rzq8qph,Restaurant,London,"We are closed, but offer FREE LOCAL DELIVERY every Saturday. Email/text your order: vegangardenlondon@gmail.com or text 07957975069 B4 Friday noon.",n/a,n/a,Email your order before Friday noon on: vegangardenlondon@gmail.com or text directly in 07957975069,n/a,FALSE,,,,TRUE,n/a,n/a,n/a,https://www.instagram.com/vegangardenlondon/?hl=en,1015,07957975069,,TRUE,,FALSE,FALSE,FALSE,FALSE,n/a,Greenwich Market,SE10 9HZ,Greenwich,South London,,28/03/2020,FREE LOCAL DELIVERY every Saturday. Email/text your order: vegangardenlondon@gmail.com or text 07957975069 B4 Friday noon.,,,,,,,,,,FALSE,TRUE,FALSE,contacted 28/19,,,
80,yes,Volcano Coffee Works,https://www.instagram.com/volcanocoffeeworks/?hl=en,https://dw96cc912fm1e.cloudfront.net/92c62328-5566-48a3-8aba-53229ba2088e.png,https://res.cloudinary.com/flourish-market/image/upload/w_400/opibnire0r40tgls1quj.jpg,400,opibnire0r40tgls1quj,Cafe,London,"PROUDLY INDEPENDENT SOUTH LONDON COFFEE ROASTERS! They've expanded into grocery deliveries for breakfast bits, bundles and bonanzas. As usual, you can also buy their award-winning eco coffee pods and freshly roasted coffee online.",n/a,n/a,Online shop,https://volcanocoffeeworks.com/,FALSE,,,,FALSE,n/a,n/a,n/a,https://www.instagram.com/volcanocoffeeworks/?hl=en,6484,02086708927,,TRUE,,FALSE,TRUE,FALSE,FALSE,n/a,"Volcano Coffee Works' head office is based at 244 Ferndale Road, SW9 8FR",SW9 8FR,Dulwich,South London,,28/03/2020,PROUDLY INDEPENDENT SOUTH LONDON COFFEE ROASTERS Buy award-winning eco coffee pods and freshly roasted coffee online.,,,,,,,,,,FALSE,TRUE,FALSE,contacted 28/20,,,
81,no,The E5 Bakehouse is an East London artisan bakery and coffee shop is currently closed but check back later in April.,https://e5bakehouse.com/,https://dw96cc912fm1e.cloudfront.net/bd9914b5-a148-4dbe-a4ce-9c59dc9f72ec.png,https://res.cloudinary.com/flourish-market/image/upload/w_400/bpjr4hk0pei22ltuozyb.jpg,400,bpjr4hk0pei22ltuozyb,Bakery,London,The E5 Bakehouse is an East London artisan bakery and coffee shop OPEN 7-3. Working towards making our bread exclusively with UK grain.,"Open for takeaway bread as well as a range of other produce inc. coffee, olive oil, wine",https://www.instagram.com/p/B-OtUhRJQT-/,n/a,n/a,,,,,,n/a,n/a,n/a,https://www.instagram.com/e5bakehouse/?hl=en,39800,02085252890,,FALSE,,FALSE,TRUE,,,,"395 Mentmore Terrace, Hackney, London E8 3PH",E8 3PH,London Fields,East London,,28/03/2020,,,,,,,,,,,FALSE,FALSE,TRUE,contacted 28/21,,,
82,yes,Bread Station,http://www.thebreadstation.co.uk/,https://dw96cc912fm1e.cloudfront.net/e56f9217-a5c9-4348-8a71-7f7b56bbd216.png,https://res.cloudinary.com/flourish-market/image/upload/w_400/zqdcqaolmyewvk6irzsz.jpg,400,zqdcqaolmyewvk6irzsz,Bakery,London,"Located in the heart of London Fields, we offer natural Danish baking to the London wholesale market. Open daily from 08:00 until 14:00 for bread and essentials only. ",Offering a pick-up service for their delicious Danish style bread along with a range of grocery goods,https://www.instagram.com/thebreadstation/?hl=en,n/a,https://thebreadstation.orderswift.com/,FALSE,Mon - Sun,0800 - 1400,,FALSE,n/a,n/a,n/a,https://www.instagram.com/thebreadstation/?hl=en,4847,02072547388,,FALSE,,FALSE,TRUE,,,,"373 Helmsley Pl, Hackney, London E8 3SB",E8 3SB,London Fields,East London,,28/03/2020,,,,,,,,,,,FALSE,FALSE,TRUE,contacted 28/22,,,
83,yes,Pavilion,https://wearethepavilion.com/,https://dw96cc912fm1e.cloudfront.net/01442e71-aa26-4a10-b5c8-7b98c4035c3c.png,https://res.cloudinary.com/flourish-market/image/upload/w_400/fvlrft6chpkylkd35l6n.jpg,400,fvlrft6chpkylkd35l6n,Bakery,London,"Stocking coffee, groceries and beers. Open throughout the crisis - On Columbia Road & Broadway Market. Both shops open 7-3 and home delivery coming soon.",Pavilion's bread ovens are still firing on all cylinders and their now offering 3 loaves (mix & match) for £10 (available at their Columbia road and Broadway Market locations),https://www.instagram.com/p/B-NQPQcHc-O/,n/a,n/a,FALSE,Mon - Sun ,0800 - 1600,,FALSE,n/a,n/a,n/a,https://www.instagram.com/wearethepavilion/?hl=en,3801,02072411241,,FALSE,,FALSE,TRUE,,,,"18 Broadway Market, Hackney, London E8 4QJ",E8 4QJ,Columbia Rd & Broadway Market,East London,,28/03/2020,,,,,,,,,,,FALSE,FALSE,TRUE,contacted 28/23,,,
84,yes,Trade,https://www.trade-made.co.uk/,https://dw96cc912fm1e.cloudfront.net/d94dbc2e-2035-4388-9998-a735af495f3b.png,https://res.cloudinary.com/flourish-market/image/upload/w_400/jqfhfp0rdq7blydor67r.jpg,400,jqfhfp0rdq7blydor67r,Cafe,London,"Trade Essex Rd is here for all your coffee, breakfast and lunch needs as usual! They can take food orders by phone and have your order ready to grab and go when you get there",Take a look at their menu and call 02034901880 to pre-order!,https://www.trade-made.co.uk/menu/esx-rd.pdf,n/a,n/a,FALSE,Mon - Fri; Sat - Sun,0730 - 1700; 0900 - 1700,,TRUE,n/a,n/a,n/a,https://www.instagram.com/trade_coffee/?hl=en,3011,02034901880,,TRUE,,FALSE,FALSE,,,,"330 Essex Rd, London N1 3PB",N1 3PB,Islington,North London,,28/03/2020,,,,,,,,,,,FALSE,FALSE,TRUE,contacted 28/24,,,
85,yes,Anspach & Hobday,https://www.anspachandhobday.com/,https://dw96cc912fm1e.cloudfront.net/44fb8b8e-e5e9-425d-a7c5-629ba6e3a8b4.png,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/glieg0x5xg909zjxver5.jpg",400,glieg0x5xg909zjxver5,Brewery,London,"Anspach & Hobday, the independent craft beer micro brewery, is continuing to deliver beer to you. Bermondsey, Croydon and The Pigeon in Camberwell. All in South London.",n/a,n/a,Now's a good time to get your round in with 15% off on their online shop (use code STOCKPILE at checkout),https://www.anspachandhobday.com/,FALSE,,,,FALSE,n/a,n/a,n/a,https://www.instagram.com/anspachhobday/?hl=en,6401,020 8617 9510,,FALSE,,TRUE,FALSE,,,,"118 Druid St, Bermondsey, London SE1 2HH",SE1 2HH,Bermondsey,South London,,28/03/2020,,,,,,,,,,,FALSE,TRUE,FALSE,contacted 28/25,,,
86,yes,Hiver ,https://www.hiverbeers.com/,https://dw96cc912fm1e.cloudfront.net/0f769154-e51b-4a87-a291-73184b33d1b6.png,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/kar77yniuiaalx6rfb5n.jpg",400,kar77yniuiaalx6rfb5n,Brewery,London,"Hiver was born out of an admiration for London's
urban beekeepers and a passion for craft beer.
Honey and beer, delivered to your doorstep - what's not to love?",n/a,n/a,Get your favourite honey ales direct to your door with free online delivery for the rest of March,https://shop.hiverbeers.com/collections/beer-beer-beer,FALSE,,,,FALSE,n/a,n/a,n/a,https://www.instagram.com/hiverbeers/?hl=en,3465,02031989972,,FALSE,,TRUE,FALSE,,,,"56 Stanworth St, Bermondsey, London SE1 3NY",SE1 3NY,Bermondsey,South London,,28/03/2020,,,,,,,,,,,FALSE,TRUE,FALSE,contacted 28/3,,,
87,yes,The Sun Tavern,https://www.thesuntavern.co.uk/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/Sun_Tavern_aea5sv.jpg",400,Sun_Tavern_aea5sv,Bar,London,,,https://www.thesuntavern.co.uk/shop/,Open 12 - 7pm for collection and they offer same day delivery for orders under 2 miles,https://www.thesuntavern.co.uk/shop/,FALSE,Mon - Sun,1200 - 1900,2 miles,FALSE,,,n/a,https://www.instagram.com/thesuntavernbg/?hl=en,4180,02077394097,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,"441 Bethnal Green Rd, London E2 0AN",E2 0AN,Bethnal Green,East London,,n/a,,,,,,,,,,,TRUE,TRUE,TRUE,,,,
88,yes,Renegade Urban Winery,WWW.RENEGADELONDONWINE.COM,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/Renegade_Urban_Winery_kd0gmh.jpg",400,Renegade_Urban_Winery_kd0gmh,Wine,London,Snazzy wines now delivered to your locked-down party. No Minimum Order - Free UK Delivery on all orders - delivery will be next day ish....,n/a,n/a,Now offering free nationwide delivery from their online shop as well as 10% of all orders over £100 (code: LETSDRINKTHROUGHTHIS),https://www.renegadelondonwine.com/shop-wine-merch,FALSE,n/a,n/a,UK ,FALSE,n/a,n/a,n/a,https://www.instagram.com/renegadeurbanwinery/?hl=en,11500,02036382479,,TRUE,,TRUE,FALSE,FALSE,FALSE,n/a,"Arch 12 Gales Gardens, London E2 0EJ",E2 0EJ,Bethnal Green,East London,29.03.2020,n/a,,,,,n/a,,,,,https://www.renegadelondonwine.com/shop-wine-merch,FALSE,TRUE,FALSE,,,,
89,yes,Buddha Bowl Van,https://www.instagram.com/p/B-PK04_nW-x/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/Buddha_Bowl_Van_zusyf4.jpg",400,Buddha_Bowl_Van_zusyf4,Restaurant,London,"Healthy and fresh Buddha Bowls delivered now as a meal kit contactlessly, to your doorstep on Thursday and Friday mornings",n/a,n/a,"DIY Buddha Bowl Bags delivered contactlessly, by us, to your doorstep on Thursday and Friday mornings (EC1, EC2,E2,E5,E8,E9,N1,N7,NW1,NW5,NW3 only for now!)",https://my-site-101777-109477.square.site/,FALSE,online,online,"EC1, EC2,E2,E5,E8,E9,N1,N7,NW1,NW5,NW3 ",TRUE,n/a,n/a,n/a,https://www.instagram.com/buddhabowlvan/,1141,07836565243,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,n/a,n/a,EC1Y 8JL,North and East London (various),North London,29.03.2020,n/a,,,,,0900 - 1200,,,,,https://my-site-101777-109477.square.site/,FALSE,TRUE,FALSE,,,,
90,yes,Mildreds,https://www.instagram.com/mildredsrestaurants/?hl=en,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/Mildreds_vfeowo.jpg",400,Mildreds_vfeowo,Restaurant,London,Now closed but dedicated to delivering 400 of their internationally inspired vegetarian and vegan meals every week to 4 london hospitals. Support with a donation or get yourself a giftcard.,n/a,n/a,n/a,n/a,FALSE,n/a,n/a,n/a,FALSE,n/a,n/a,n/a,https://www.instagram.com/mildredsrestaurants/?hl=en,35100,02080171815,,FALSE,,FALSE,FALSE,FALSE,TRUE,https://www.gofundme.com/f/mildreds-for-nhs-staff-and-london-hospitals,"Thomas Tower, 1 Dalston Square, Dalston Lane,, London E8 3GU",E8 3GU,Dalston,East London,29.03.2020,1/4/20,,,,,n/a,,,TRUE,,n/a,FALSE,FALSE,FALSE,,,,
91,yes,Chit Chaat Chai,https://chitchaatchai.com/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/ChitChaatChai_ccieqg.jpg",400,ChitChaatChai_ccieqg,Restaurant,London,Indian Street Eats🥇Voted Best South London Restaurant @timeoutlondon 💥 CURRENTLY OPEN FOR TAKEAWAY & DELIVERY via @deliveroo & @ubereats,n/a,n/a,On Deliveroo and Ubereats,https://deliveroo.co.uk/menu/london/wandsworth/chit-chaat-chai,TRUE,"Thurs, Fri, Sat, Sun",1700 - 2200,,TRUE,n/a,n/a,n/a,https://www.instagram.com/chitchaatchai/,5292,020 3887 0395,,FALSE,,FALSE,FALSE,FALSE,FALSE,n/a,"356 Old York Road, Wandsworth, London, SW18 1SS",SW18 1SS,Wandsworth,South London,29.03.2020,,,,,,1700 - 2200,,,,,https://chitchaatchai.com/menu/,FALSE,TRUE,FALSE,,,,
92,yes,London Stock,http://londonstockrestaurant.co.uk/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/London_Stock_erxhkj.jpg",400,London_Stock_erxhkj,Restaurant,London,"11:30-8.pm everyday - exclusive set of brand new dishes, alongside firm favourites, available for local delivery and collection for our Wandsworth friends. ",View the menu via the link and call 0208 075 3877 to place your order and make payment.,http://londonstockrestaurant.co.uk/wp-content/uploads/2020/03/Takeaway-Menu-NEW.pdf,We're offering contactless delivery to Ram Quarter residents.,http://londonstockrestaurant.co.uk/wp-content/uploads/2020/03/Takeaway-Menu-NEW.pdf,FALSE,Mon - Sun,1130 - 2000,,TRUE,n/a,n/a,n/a,https://www.instagram.com/ldnstockrestaurant/,1134,02080753877,,FALSE,,TRUE,FALSE,FALSE,FALSE,n/a,"2 Bubbling Well Square, Ram Quarter, Wandsworth",SW18 1UQ,Wandsworth,South London,,,,,,,,,,,,https://l.instagram.com/?u=http%3A%2F%2Flondonstockrestaurant.co.uk%2Fmenus%2F&e=ATMIKGU4UjSRkKsyZq8LqKnrGSAtGcFhEeYnLCze9Cc9C1qDb0Mx65aVuiP8Db1NcV5pmad2v9-Oka5P5w&s=1,FALSE,TRUE,TRUE,,,,
93,yes,Konnigans,https://www.konnigansrestaurant.co.uk/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/Konnigans_chubdf.jpg",400,Konnigans_chubdf,Restaurant,London,Offering a take-away service and Deliveroo - Konnigans restaurant is an eclectic mix of old and new; serving contemporary British food with influences from the Mediterranean and South East Asia.,Takeaway food and coffee from the Wandsworth restaurant,n/a,On Deliveroo,https://deliveroo.co.uk/menu/london/wandsworth/konnigans?day=today&postcode=SW181SS&time=ASAP,TRUE,,,,TRUE,n/a,n/a,n/a,https://www.instagram.com/konnigansrestaurant/,817,020 8871 1496,,TRUE,,TRUE,FALSE,FALSE,FALSE,n/a,"344-346 Old York Rd, Wandsworth, London SW18 1SS",SW18 1SS,Wandsworth,South London,,,Contemporary British food with a strong Eastern influence: Konnigans is perfect. Try their pan-fried Salmon - with rosemary sautéed potatoes and a brown sugar soy sauce this is the perfect Anglo-Eastern flavour twist.,,,,,,,,,https://www.konnigansrestaurant.co.uk/food,FALSE,TRUE,TRUE,,,,
94,yes,Well Kneaded Pizza,https://www.wellkneadedfood.com/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/Well-Kneaded-6_xd4iik.jpg",400,Well-Kneaded-6_xd4iik,Restaurant,London,Take-away sourdough pizzas and delivery on Deliveroo. You can also buy a voucher to use in the future!,Take a look at the menu in the link and give them a call 02080517862,https://www.wellkneadedfood.com/menu,On Deliveroo,https://deliveroo.co.uk/menu/london/wandsworth/well-kneaded-pizza?day=today&geohash=gcpuew44me11&time=ASAP,TRUE,,,,TRUE,Buy here,https://www.wellkneadedfood.com/shop,n/a,https://www.instagram.com/wellkneadedfood/,4224,02080517862,,FALSE,,TRUE,FALSE,FALSE,FALSE,n/a,"414 Garratt Lane, Earslfield, London, SW184HW",SW18 4HW,Wandsworth,South London,,,"Award-Wining wood fired British-inspired sourdough pizzas, topped with fresh, organic and seasonal ingredients. At the heart of Well Kneaded is the employment and development of young adults who have had restricted opportunities to employment.",,,,,,,,,https://www.wellkneadedfood.com/menu,TRUE,TRUE,TRUE,,,,
95,yes,The Camberwell Arms,https://thecamberwellarms.co.uk/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/camberwell-arms15716_xhbmiq.jpg",400,camberwell-arms15716_xhbmiq,Pub,London,"Fabulous neighbourhood pub now offering a grocery shop and delivery. Open from 12pm. Cook at home meals, beer and wine  available to order online.",Order a signature dish and wine on their site,https://thecamberwellarms.slerp.com/order,Signature dishes and wine delivered in the local area,https://thecamberwellarms.slerp.com/order,TRUE,Wed - Sun,1200 - 1700,,TRUE,Buy here,https://thecamberwellarms.giftpro.co.uk/vouchers/monetary-gift-voucher/,n/a,https://www.instagram.com/thecamberwellarms/,5768,0207 358 4364,,TRUE,,TRUE,TRUE,TRUE,FALSE,n/a,"65 Camberwell Church St, London SE5 8TR",SE5 8TR,Camberwell,South London,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,
96,yes,Natoora,https://home-delivery.uk.natoora.com/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/Natoora_o2fltk.jpg",400,Natoora_o2fltk,Restaurant,London,"Expect radically seasonal produce that highlights the true cost of farming,
protects the land from soil depletion and favours sustainable,
nutritionally dense crops with revolutionary flavour.",n/a,n/a,"Get seasonal fruit and vegetables, sustainably-produced dairy and charcuterie as well as exceptional store cupboard essentials delivered straight to your door.",https://home-delivery.uk.natoora.com/how-it-works,FALSE,online,online,,FALSE,n/a,n/a,n/a,https://www.instagram.com/natoora/,27400,02072370346,,FALSE,,FALSE,TRUE,FALSE,FALSE,n/a,"5 Elgin Cres, Notting Hill, London W11 2JA",W11 2JA,Notting Hill,Central & West London,29.03.2020,,,,,,n/a,,,,,,FALSE,TRUE,TRUE,,,,
97,yes,Notting Hill Fish Shop,https://nottinghillfishshop.co.uk/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/Notting_Hill_Fish_Shop_ydsq8p.jpg",400,Notting_Hill_Fish_Shop_ydsq8p,Restaurant,London,Freshest and finest fish direct from Devon & Cornwall day-boats to London in 24hrs.,"Selection of readymade fish dishes along with huge selection of meat, veg, fish and pantry goods from local stockists (available for pick-up or delivery)",https://nottinghillfishshop.co.uk/,"Selection of readymade fish dishes along with huge selection of meat, veg, fish and pantry goods from local stockists (available for pick-up or delivery)",https://nottinghillfishshop.co.uk/,FALSE,"Mon, Tues, Wed, Thurs, Fri, Sat",1000 - 1600,,FALSE,n/a,n/a,n/a,https://www.instagram.com/nottinghillfishshop/,1744,02072217524,,TRUE,,FALSE,TRUE,TRUE,FALSE,n/a,"287-289 Westbourne Grove, London W11 2QA",W11 2QA,Notting Hill,Central & West London,29.03.2020,,,,,,1000 - 1600,,,,,https://nottinghillfishshop.co.uk/,FALSE,TRUE,TRUE,,,,
98,yes,Provisions London,https://provisionslondon.co.uk/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/Provisions_London_vzd1uh.jpg",400,Provisions_London_vzd1uh,Restaurant,London,"All your deli desires available for Delivery & Pick Up
Tue-Sun 12-8pm.","wine and cheese shop that also sells bread, charcuterie, craft beers, olives, and many other deli goods. Also does wine and beer",https://provisionslondon.slerp.com/order,"wine and cheese shop that also sells bread, charcuterie, craft beers, olives, and many other deli goods. Also does wine and beer. Same-day delivery available!",https://provisionslondon.slerp.com/order,TRUE,"Wed, Thurs; Fri, Sat",1500 - 2000; 1200-2000,,TRUE,n/a,n/a,n/a,https://www.instagram.com/provisionsldn/,4735,02077000476,,TRUE,,TRUE,TRUE,TRUE,FALSE,n/a,"167 Holloway Road, London, N7 8LX",N7 8LX,Holloway,North London,29.03.2020,,,,,,1500 - 2000; 1200-2000,,,,,,FALSE,TRUE,TRUE,,,,
99,yes,Dynamic Vines,https://www.dynamicvines.com/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/Dynamic_Vines_cfnvwc.jpg",400,Dynamic_Vines_cfnvwc,Wine,London,Still trading as an independent natural wines merchant that has built a strong reputation by providing individual wines and service,importer and distributor of premium organic and biodynamic wines now delivery direct to your door. Also selling bread and pastries at their store,https://www.dynamicvines.com/private-sales-and-shop/,importer and distributor of premium organic and biodynamic wines now delivery direct to your door. Also selling bread and pastries at their store,https://www.dynamicvines.com/private-sales-and-shop/,FALSE,online; Sat,online; 0800 - 1400,,FALSE,n/a,n/a,n/a,https://www.instagram.com/dynamic_vines/,6779,02070646841,,TRUE,,TRUE,FALSE,FALSE,FALSE,n/a,"Unit 5, Discovery Business Park, London, SE16 4RA",SE16 4RA,Bermondsey,South London,29.03.2020,,,,,,online; 0800 - 1400,,,,,https://www.dynamicvines.com/media/2628/march-wine-list-retail.pdf,FALSE,TRUE,TRUE,,,,
100,yes,Uncharted Wines,https://www.unchartedwines.com/,,"https://res.cloudinary.com/flourish-market/image/upload/g_auto,f_auto,c_fill,ar_1:1,w_400/Uncharted_Wines_zp25sm.jpg",400,Uncharted_Wines_zp25sm,Wine,London,Wine merchant able to deliver wines destined for the restaurants to you.,n/a,n/a,"Independent wine merchant from East London; they've now opened up their full wine list, usually reserved for wholesale, to the public. Offering UK wide delivery",https://www.unchartedwines.com/collections/all,FALSE,online,online,,FALSE,n/a,n/a,n/a,https://www.instagram.com/uncharted_wines/,3798,https://www.instagram.com/uncharted_wines/?hl=en,,TRUE,,TRUE,FALSE,FALSE,FALSE,n/a,"Unit 16, 35 Corbridge Cres, London E2 9EZ",E2 9EZ,London Fields,East London,29.03.2020,,,,,,online,,,,,https://www.unchartedwines.com/collections/all,FALSE,TRUE,FALSE,,,,
